무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오봉구항초학구단위,36.589474,126.6059092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지석 경로당,36.5567679,126.6252369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내8통 경로당,36.1909205,127.0965565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도남주공아파트1,34.826447,128.421549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
은행정경로당,37.5238,126.8565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신정종합사회복지관,37.5273,126.8556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신정6동주민센터,37.517,126.8644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양천구청 민원실(1층),37.5171,126.8665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목동(아)8단지 경로당,37.5217,126.8678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남양5통경로당,37.2081796,126.8104324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남양4통경로당,37.2128426,126.8144714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍화당기로회,37.2094644,126.814558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우림경로당(남양9),37.2040761,126.8038167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내2통 경로당,36.1915633,127.0934571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내3통 경로당,36.1765943,127.1043698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명성경로당,34.484121,126.468886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송평경로당,34.434348,126.478456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시목경로당,34.469039,126.498897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주천경로당,34.466055,126.499728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송계경로당,34.435176,126.490257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평발경로당,34.444477,126.482152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호동경로당,34.496482,126.497472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관동경로당,34.476902,126.478457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구성경로당,34.446604,126.474753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송산경로당,34.470319,126.503864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안정경로당,34.445244,126.503865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중앙경로당,34.4887421,126.5151337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화산중앙여자경로당,34.490211,126.514943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만석동 제1경로당,37.4878978,126.6214629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목동2차우성(아)2단지 경로,37.5072,126.8652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목동2차우성(아)1단지 경로,37.5064,126.8652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목동2차우성아파트 우정(2단,37.5087,126.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양천어르신종합복지관,37.5104,126.8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신정7동주민센터,37.5144,126.8597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신남4통경로당,37.1895381,126.8196225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매호동경로당(신남2통),37.184556,126.8044287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신외2통경로당,37.2749639,126.8101265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신외1통 경로당,37.2712602,126.8127893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동녁회(안석2),37.1770308,126.8186911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안석2통경로당,37.1710863,126.8225783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오금(구립)경로당,37.5063,126.8638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목동(아)11단지 경로당,37.5119,126.8582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목동(아)12단지 경로당,37.5131,126.8617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송라2리 경로당,37.2845253,126.9074319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숙곡1리 경로당,37.2612816,126.90885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
야목1리 경로당,37.2556166,126.8965091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양천(아)경로당,37.5096,126.8626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하촌 경로당,36.5880072,126.5127349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신동아 경로당,36.807322,127.144423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양지 경로당,36.8073063,127.1443969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목련 경로당,36.81752,127.140308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성정1동주민센터,36.817879,127.141414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남심리(남심)경로당,36.197234,126.6730023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이동노동자 무더위쉼터 온마루,37.4392717,126.7862205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배곧1동 행정복지센터,37.3748,126.7359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상마경로당,34.4554981,126.4178701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갑길경로당,34.476884,126.499736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조읍1리경로당,37.318686,127.483383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조읍2리경로당,37.32244,127.48782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조읍3리경로당,37.319442,127.470927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우곡리경로당,37.313353,127.502706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도지1리경로당,37.310578,127.484392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도지2리경로당,37.303824,127.492628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
길손정,36.915583,128.734706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중방3공원,35.829316,128.736969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성주7리경로당,36.3315432,126.6523288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성주8리경로당,36.3448288,126.67248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개화1리경로당,36.3515166,126.6836234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개화2리경로당,36.359234,126.6659025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개화3리경로당,36.2947,126.6493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성주6리 경로당,36.3413004,126.6544766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주교1리 경로당,36.370924,126.5318616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주교2리 거어리 경로당,36.3756874,126.5190847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주교2리 경로당,36.3741491,126.525608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동곡1리 경로당,35.8639381,128.4080686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동곡2리 경로당,35.8637211,128.4153694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대평2리 경로당(두천),35.8797005,128.4170164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대평1리 경로당,35.934674,128.4622552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기곡1리 경로당,35.9365418,128.4684109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
센트럴아이파크(아)경로당,37.3318631,126.915301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대야e-편한세상(아)경로당,37.3252074,126.9160882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유산 4리 경로당,37.237418,127.433525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내촌리경로당,37.319469,127.500646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상용리경로당,37.320688,127.516808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신대리경로당,37.31997,127.459092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
단천 1리 경로당,37.222822,127.399891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후안 3리 경로당,37.231913,127.434775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후안 1리 경로당,37.224104,127.42381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안평 3리 경로당,37.242822,127.41068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안평 2리 경로당,37.245691,127.416534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안평 1리 경로당,37.235411,127.42326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고당 우산각,34.6611872,126.9678462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서부경로당,34.491928,126.484976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연희동 행정복지센터,37.5489858,126.6782486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구문천1리 경로당,37.0800106,126.8982611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구문천5리 경로당,37.0761427,126.8893314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수직1리 경로당,37.1244288,126.9917626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수직2리 경로당,37.1208439,126.991934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
요리 경로당,37.1091513,126.9672354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세교2지구 12단지 경로당,37.1472602,127.0595783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈산(구립)경로당,37.511,126.8685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한강우람 경로당,37.5330008,126.971005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선화1경로당,36.3273788,127.4167576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉곡1리(남) 경로당,36.068701,128.1758914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용암2리 경로당,36.0893101,128.1572298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동호경로당,37.5454,129.1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일심경로당,37.132193,126.9070037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증거리 경로당,37.1394344,126.9752092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"평1,3리 경로당",37.130367,126.9093033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하길1리 경로당,37.0970007,126.9232583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화리현리 경로당,37.1114937,126.934597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈천리 경로당,37.1286915,126.9791804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제암리 경로당,37.1255472,126.8938652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어천리 경로당,37.2502603,126.9126498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원리 경로당,37.2787967,126.8873641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원평1리 경로당,37.2497197,126.9235011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
검암경서동 행정복지센터,37.5644256,126.6735169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가화정,36.946681,128.735303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조양쉼터,36.974759,128.701388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
압동리쉼터,36.98622,128.701122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월계쉼터,36.970817,128.7665957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하황산쉼터,36.921542,128.686333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입구쉼터,36.938494,128.740872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중마2구쉼터,35.706654,128.0158174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
분토경로당,34.43482,126.54062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유산 1리 경로당,37.244977,127.436054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후안2리 경로당,37.222019,127.425086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구산경로당,34.42956,126.58472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕창마을경로당 앞,36.948766,128.790812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
들목쉼터,36.9186591,128.786133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
큰바위쉼터,36.923136,128.828478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
외삼1리 경로당,36.886919,128.797734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금봉1리경로당,36.912466,128.778551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동양리쉼터,36.918383,128.792653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉성리복지회관 앞,36.885243,128.817351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어은골,36.899039,128.920124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소지리 소주골,36.927264,128.888358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어지2리마을회관 앞,36.918556,128.948855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안마쉼터,36.998842,128.715309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송갈 2리 경로당,37.194845,127.431771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유산5리 경로당,37.246001,127.43117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북은행 따뜻한금융클리닉 전주센터,35.821678,127.1459958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청1리 마을쉼터,38.1073654,128.0345752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창평리회관 앞,36.915311,128.80578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕촌경로당 앞,36.948728,128.790812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동산 2리 경로당,37.210297,127.408551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주박리 경로당,37.210932,127.42039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주미리 경로당,37.212905,127.428704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송갈 1리 경로당,37.206813,127.437025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
법전1리 마을회관 앞,36.917698,128.854686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어지1리 마을회관 앞,36.916831,128.96022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼의실 경로당 앞,36.90793,128.889081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
종합사회복지관 앞,37.3781083,128.6644994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신대3리 신대동 경로당,36.3853042,126.5103269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주교3리 경로당,36.3834283,126.5135146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서동리 마을회관 앞,36.955988,128.8861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우구치리 회관,37.053655,128.77848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의양4리 마을회관 앞,36.937423,128.890121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서벽4리 회관 앞,37.004198,128.842471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도심리 마을회관 앞,36.988366,128.849132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
은포4리 경로당,36.3883838,126.5845407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관창1리 경로당,36.3702085,126.565987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관창3리 경로당,36.3740332,126.5908174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양촌쉼터,36.909857,128.876677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉동경로당,34.44409,126.58825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용미유선정경로당,34.4826,126.56439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공북경로당,34.4645,126.56439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유산 3리 경로당,37.242101,127.439499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
단천 2리 경로당,37.220971,127.410819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매곡 1리 경로당,37.205787,127.381021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매곡 2리 경로당,37.215445,127.394894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대림1동 작은도서관,37.4954555,126.9059076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소야회관쉼터,36.857168,128.774804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화마을쉼터,36.861585,128.767552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밀레니엄숲쉼터,36.857256,128.74651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원당쉼터,36.846681,128.770327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대현2리 마을회관 앞,37.060073,129.004651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석포1리마을회관 앞,37.045432,129.064559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대현1리 마을회관 앞,37.063121,129.01614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
승부리 마을회관,37.000285,129.076897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주교2리 대성마을 경로당,36.3809564,126.5247527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신대2리 경로당,36.3907847,126.5698487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의양3리 마을회관 앞,36.939982,128.912919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
춘양노인회 앞,36.93849,128.915397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구억1리경로당,36.1253417,127.5375858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동곡2리 경로당,36.1573216,127.5503431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제원작은도서관,36.1131875,127.5467761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천내2리경로당,36.1172881,127.5851485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천내1리경로당,36.1123008,127.5699628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제원1리경로당,36.1132321,127.5457894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동곡1리경로당,36.1363338,127.546762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신안리경로당,36.161703,127.5818899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용화1리경로당,36.0997951,127.5843988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
임당쉼터,36.803299,128.812341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명호 보건지소 앞,36.859066,128.900714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신라쉼터,36.818371,128.821264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황산여자경로당,34.42976,126.58094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신풍경로당,34.42903,126.59973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월송경로당,34.41304,126.58176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시등여자경로당,34.41566,126.58979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증산경로당,34.41997,126.58278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금제경로당,34.42037,126.58921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원진경로당,34.43578,126.57696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕흥경로당,34.47535,126.59227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시등남자경로당,34.41647,126.58807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉림경로당,34.4731,126.57267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕평2리경로당,37.230835,127.374897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동산1리 마을회관,37.202139,127.409638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유산 2리 경로당,37.249177,127.441006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
표교 3리 경로당,37.250558,127.392884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
표교 2리 경로당,37.259582,127.389704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황산경로당,34.42985,126.58088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매화경로당,34.41283,126.5845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송촌경로당,34.4058,126.57964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
표교2리 경로당,37.252513,127.390207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관 1리 경로당,37.27089,127.341174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경수경로당,34.42742,126.52663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오천 3리 경로당,37.244402,127.359972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오천 2리 경로당,37.252109,127.353269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오천 1리 경로당,37.255217,127.349694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
작촌리 경로당,37.238482,127.340557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해월 2리 경로당,37.217797,127.346806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해월 1리 경로당,37.212807,127.35835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이평 2리 경로당,37.222847,127.364251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이평 1리 경로당,37.221676,127.371946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강남경로당,34.379587,126.504624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대죽경로당,34.358565,126.535714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고현경로당,34.46569,126.55643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
표교 1리 경로당,37.254645,127.408401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목리 경로당,37.260456,127.407296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장암 2리 경로당,37.277558,127.401238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장암 1리 경로당,37.272483,127.382627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
회억리 경로당,37.258785,127.369932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관 4리 경로당,37.265284,127.356819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사동 2리 경로당,37.241717,127.490368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사동 3리 경로당,37.243206,127.494846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호계 유선각,34.7327253,126.9259393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현산면분회경로당,34.45777,126.5559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애향정경로당,34.41355,126.57439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백방경로당,34.435021,126.540488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두모경로당,34.4271488,126.5127314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상동농협매리지소,35.3158162,128.9676142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노송천노인복지관,35.8265886,127.142981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
즐거운집노인복지센터,35.8340497,127.1681026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어재경로당,36.0840201,127.5942979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방우리경로당,36.0269051,127.624589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기물경로당,36.0907076,127.546241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송천4리 경로당,37.6931924,127.3572854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수산1리 경로당,37.725777,127.277605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입석4리 경로당,37.7213553,127.3201311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송천1리 경로당,37.6827258,127.3316826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송천2리 경로당,37.6877887,127.3414587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송천3리 경로당,37.6924873,127.3244379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지둔1리 경로당,37.7222785,127.3021638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지둔2리 경로당,37.7089725,127.2966709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
분회 특별경로당,37.704639,127.324738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지둔3리 경로당,37.7165476,127.3084988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운수1리 경로당,37.7044778,127.3230869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운수2리 경로당,37.6964202,127.3368913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운수3리 경로당,37.7123094,127.3202056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사동 4리 경로당,37.249059,127.496592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
읍호경로당,34.44512,126.54278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현산여자경로당,34.45796,126.55593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조산경로당,34.43402,126.60132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백포경로당,34.44125,126.5181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방두경로당,34.41644,126.59163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
