무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진하경로당,35.3875354,129.3433239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
왕창2리 경로당,37.4846168,127.3915229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양지마을회관,34.53181,127.3447645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕촌마을회관,34.5527745,127.3462737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마근경로당,35.3775992,129.2798225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정경로당,35.3662216,129.3534131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대송경로당,35.3608591,129.3537502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용리경로당,35.3644167,129.3188946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장남경로당,34.620568,127.385577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시목경로당,34.607691,127.396184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
곡강마을회관,34.642348,127.44656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여호여경로당,34.662766,127.468583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우미아파트경로당(화정3동),35.139141,126.877599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안성마을회관(2층),35.1030026,128.7916552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청천마을회관(2층),35.100916,128.800955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영길경로당,35.1145402,128.7817385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경남아너스빌경로당,35.1293853,128.7839268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이지더원아파트경로당,35.0883413,128.8117451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광명역세권휴머니아1단지경로당,37.4345617,126.8870086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장미@경로당,36.3686464,127.4126738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
녹도경로당,36.2693435,126.266386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
외연도마을회관,36.2263875,126.0788742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고대도마을회관,36.3886064,126.3676364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
점암면분회(경로당),34.65317,127.380572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
점암여경로당,34.652618,127.380126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웅동2동주민센터,35.1011522,128.8147486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부영2차아파트남자경로당,35.1033828,128.8036914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안골여자경로당,35.0926537,128.7974551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비래골경로당,36.3706665,127.4516759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전종합사회복지관,36.3625043,127.4518544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비래동주민센터,36.3576714,127.4507711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제1경로당,36.35614,127.446718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금성백조(아)경로당,36.358324,127.4517931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보령@경로당,36.3626819,127.4457012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉남마을회관,34.655194,127.349208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원주마을회관,34.671476,127.471265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원등마을회관,34.6767528,127.3612774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상분마을회관,34.6783109,127.3487444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하분마을회관,34.6773874,127.3489195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용산마을회관,34.653879,127.379104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내동마을회관,34.670104,127.372339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉북마을회관,34.659159,127.347684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연등마을회관,34.663503,127.353495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상신(여)경로당,34.652454,127.33776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대춘마을회관,34.657299,127.374067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상신마을회관,34.653018,127.337709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금강엑슬루타워(아)경로당,36.4530897,127.4211053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대덕구 보건소,36.4448427,127.426236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주은반석@경로당,36.43399,127.423153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕암동주민센터,36.440347,127.426858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금성낙원경로당,36.443338,127.42163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대창(a)경로당,36.425103,127.424867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송촌제1경로당,36.3594661,127.4438613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송촌동주민센터,36.3684704,127.4406041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선비2단지경로당,36.36876,127.43903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선비3단지경로당,36.367961,127.441042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선비4단지경로당,36.3705576,127.44412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용호 경로당,36.451064,127.4534846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비룡경로당,36.3596644,127.4559109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동부(아)경로당,36.3540009,127.4458393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동산동경로당,34.6115066,127.3541562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상오마을회관,34.5704672,127.4036969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원두마을회관,34.464292,127.461185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
축정1구마을회관,34.464684,127.456431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엄남마을회관,34.4569824,127.4569443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삽시도마을회관,36.3479451,126.356395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교성1리(지장골)마을회관,36.4161195,126.5447546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소성리 대동회관,36.4381565,126.5239347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영보2리 마을회관,36.4229327,126.5030105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
녹도마을회관,36.2712537,126.2667376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동촌여경로당,34.6036885,127.36424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예내마을회관,34.4530848,127.5131598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예당마을회관,34.455556,127.514646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상초마을회관,34.4379056,127.477249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥룡경로당,35.4237751,126.6045409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오매기경로당,37.3588881,126.987299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진주포레스트부영아파트 경로당,35.1684717,128.1380564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엔에이치에프10단지 경로당,35.1704121,128.1429783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경남혁신도시LH8단지 경로당,35.1720806,128.1465375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장평경로당,34.638478,126.322536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장재경로당,34.699827,126.324419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월래경로당,34.7558526,126.2869708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
절골경로당,34.685549,126.311191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석호경로당,34.6576223,126.2747598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매계경로당,34.7459498,126.2864458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
온수경로당,34.6472752,126.2999467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신평경로당,34.6690106,126.3255298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마천경로당,34.715283,126.321509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연등마을회관,34.5833762,127.3209465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자연동여경로당,34.591444,127.3389849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자연동마을회관,34.5914156,127.3397747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당산마을회관,34.5983439,127.3608808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주교면사무소 앞 정자,36.3906112,126.5688032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부영1차아파트여자경로당,35.1013902,128.8058144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쌍북 2리 경로당,36.2822737,126.9170156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내백마을회관,34.687718,127.446268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
독대마을회관,34.7032072,127.3995642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방란마을회관,34.6963796,127.3408922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉촌마을회관,34.6817546,127.3788633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상송마을회관,34.6959485,127.3505035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송학마을회관,34.680763,127.362344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신기마을회관,34.6657254,127.4159325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
심포마을회관,34.674402,127.420953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
외호마을회관,34.719259,127.387685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유동마을회관,34.6844102,127.3518124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유락(아)경로당,36.4492719,127.4283457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한밭(아)경로당,36.4494581,127.4251009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다사랑아파트 경로당,36.446733,127.413629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숯골 경로당,36.464106,127.467237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신탄진15통경로당,36.445406,127.431744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신탄진1통경로당,36.453458,127.434675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신탄진제1경로당,36.448799,127.432857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
역전 경로당,36.448749,127.431744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영생 경로당,36.442253,127.430272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석봉경로당,36.4526102,127.4261426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
염포마을회관,34.422529,127.4930353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사양마을회관,34.4815275,127.4460673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선창마을회관,34.4748447,127.4463888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내초마을회관,34.4463724,127.4926051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주암마을회관,34.7648207,127.3995899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
침교마을회관,34.7633959,127.3378644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원유둔마을회관,34.7821487,127.334012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마동마을회관,34.7814333,127.2984714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쌍암마을회관,34.7986252,127.3357788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원매곡마을회관,34.8039797,127.3370332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가산마을회관,34.687882,127.375658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당산여경로당,34.5983439,127.3608808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
왕곡경로당,37.3450689,126.9901605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신명솔거(아)경로당,37.3432352,126.9776943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노인복지회관(아름채),37.3427889,126.9724889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상평동행정복지센터,35.176055,128.109094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파주시 가족센터,37.7568269,126.7792467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고등계경로당,34.7419164,126.3030931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장수경로당,34.699657,126.273108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대우장미(아)경로당,37.3228973,126.956608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남해경로당,36.448403,127.415156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북은행 솔내지점,35.8631697,127.1213087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북은행 영업부,35.8398685,127.1314743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태양마을경로당,36.437614,127.434672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평촌2통경로당,36.43265,127.433558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행복한마을(a)경로당,36.43828,127.424221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목상동 주민센터,36.448474,127.412255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
춘광경로당,36.435527,127.422866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신흑8통경로당,36.3237005,126.5243912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사평경로당,36.776313,127.869742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사곡경로당,36.7848383,127.8732262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비곡경로당,36.7798163,127.8876538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태성경로당,36.7768,127.8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내쌍경로당,36.7933,127.8804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보령시 관광안내센터,36.3331047,126.5484238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구지면 새마을금고,35.6592137,128.4115475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부창,36.8026,127.1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주공3단지경로당,36.3733678,127.425492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상평경로당,36.4281012,127.4232168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영춘경로당,36.439259,127.426156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청진경로당,36.436998,127.43625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용수3리 마을회관,35.2342495,127.033276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강촌경로당,35.2266294,127.0017332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
달성 새마을금고(논공),35.7301581,128.4520914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
논공읍 농협(남부지점),35.7743234,128.4197095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중노송우체국,35.8267604,127.1540102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
법2동 주민센터,36.3699701,127.431591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그린타운@경로당,36.3686869,127.4365486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
법동보람@경로당,36.3717957,127.4309964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
법동한마음@경로당,36.3737069,127.4320637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼익소월@경로당,36.372096,127.4346843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선비1단지@경로당,36.375415,127.430857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중리종합사회복지관,36.3733678,127.425492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유원경로당,36.372784,127.4285737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼호경로당,36.3724124,127.4247343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영진로얄경로당,36.3768679,127.4265588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
법1동 주민센터,36.3735013,127.4275108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼정경로당,36.3767764,127.4281173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
법동종합사회복지관,36.371133,127.431392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구지면 농협 동부지소,35.6600277,128.4122979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창포마을회관,34.4630908,127.5045359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
회춘경로당,35.19993,126.875139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원가학경로당,37.4172195,126.8506832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다사농협(죽곡지점),35.8750347,128.4972631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학동경로당,34.5491778,126.8252942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한림와촌경로당,34.5874841,126.7938671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼강경로당,34.5794399,126.8401252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
벽산아파트경로당,35.1952922,129.0971912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수민동 주민센터,35.1960329,129.0910493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉황경로당,34.5585302,126.7912485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북은행 전북대지점,35.8448563,127.1321905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕방경로당,35.7474266,128.098194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대밭골경로당,35.7468749,128.0714892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽전경로당,35.7500687,128.0782303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석계경로당,35.7592992,128.0742616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전경로당,35.7396516,128.0877849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전남교경로당,35.7357483,128.0932236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사곳리경로당,37.155933,126.7244766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상안1리경로당,37.1849169,126.7066796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
궁평1리 경로당,37.1254251,126.6891924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상안2리경로당,37.171431,126.708621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송교1리 경로당,37.1643603,126.6665653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우성베스토피아경로당,35.2058311,129.0872382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
읍성경로당,35.2079924,129.0900384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복산동 주민센터,35.2057967,129.0860998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수안할머니경로당,35.1961,129.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수안할아버지경로당,35.1961,129.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구로경로당,34.5949579,126.7852406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕동경로당,34.557688,126.799606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
탑동마을회관,34.6408415,126.7676366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서문마을회관,34.6393156,126.7647891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신성마을회관,34.6369304,126.7652282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
홍암경로당,34.6402621,126.7543593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명신할머니경로당,35.2098028,129.0849072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명륜동 주민센터,35.2152682,129.0823705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동래구 보건소,35.2141997,129.0806683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동래구노인복지관,35.2151668,129.0827811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성완 경로당,35.222643,129.081773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매화1리 경로당,37.168957,126.7040354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가재1리 경로당,37.1485704,126.9202762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기천3리 경로당,37.187811,126.9082637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해운(궁평2리)경로당,37.1375819,126.7015882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매화3리 경로당,37.1685548,126.7134327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매화4리경로당,37.1624886,126.6951164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송산경로당,34.6102903,126.788514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보련경로당,34.5612259,126.7937936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장전경로당,34.6395969,126.7454355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목리경로당,34.6325281,126.7783447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동문경로당,34.6434506,126.7698617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목화경로당,34.6479083,126.7705881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고내경로당,34.642263,126.7706452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구은행(다사지점),35.8503606,128.4675266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대현 제1경로당,35.8832653,128.6088674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대현1동 제2경로당,35.8866757,128.6041894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사강4리 경로당,37.2145557,126.7336188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼존1리 경로당,37.2214639,126.7384046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동래센트럴파크하이츠1단지경로,35.2140579,129.0852404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동래센트럴파크하이츠2단지경로,35.2138532,129.0873421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명륜아이파크경로당,35.2127707,129.0837622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명신할아버지경로당,35.2098028,129.0849072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구원경로당,35.7822663,128.1254903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황령경로당,35.7414095,128.0786371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성기1구경로당,35.7220648,128.1030661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성기2구경로당,35.7176702,128.1057109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상두동경로당,35.711391,128.1051003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청현경로당,35.7186238,128.1288865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청현2구경로당,35.7245662,128.1222418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남문마을회관,34.6383825,126.7700872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새뚝어린이공원,37.524144,126.857725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신정6동주민센터와 구민체육센터 사이 통행로,37.516847,126.8643042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사강3리 경로당,37.220468,126.7253399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평덕경로당,34.626414,126.811507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이천경로당,35.7318851,128.138092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사촌1구경로당,35.7505092,128.1254228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사촌2구경로당,35.7513413,128.1181241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
터서리경로당,35.7826351,128.1191426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
육일1리 경로당,37.2076201,126.724621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신동아아파트경로당(화정2동),35.145603,126.885392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호아파트경로당(화정2동),35.150008,126.8780033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대주아파트경로당(화정2동),35.1404966,126.8827005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수성경로당(화정2동),35.139809,126.880722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광명아파트경로당(화정2동),35.143164,126.882796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유니버시아드힐스테이트3단지경로당(화정2동),35.141316,126.884366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상교 경로당,35.581207,127.493141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신천경로당,34.6076632,126.7422071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고주리경로당,37.1282367,126.8837427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구장1리 경로당,37.1611375,126.902275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신풍경로당,34.6502903,126.7786668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
점수경로당,34.6473973,126.779229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평동경로당,34.6343459,126.7689153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중앙동마을회관,34.6351553,126.7682344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발산경로당,34.6436474,126.7331286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥치경로당,34.6522734,126.7246995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사들경로당,37.4358627,126.8443549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
능촌할머니경로당,37.4422247,126.847987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원노온사동경로당(1통),37.4489096,126.8472914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장절리경로당,37.4296054,126.8511397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도고천경로당,37.4217502,126.8575692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가재울경로당,37.1559219,126.9240782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마암경로당,35.2196206,129.0765157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하저3리 경로당,37.1803648,126.8657122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화당리 경로당,37.1194216,126.8607483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기천1리 경로당,37.177885,126.9106588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기천2리 경로당,37.1753145,126.9103916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노하1리 경로당,37.1575276,126.8700501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신화타워 경로당,35.214439,129.079584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평촌마을회관,34.642278,127.412171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숯골경로당,35.1807,128.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미산경로당,34.506649,126.794306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백사경로당,34.496263,126.792376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수동마을회관,34.496789,126.801765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구면복지회관,34.494422,126.800394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금정할아버지경로당,35.2064855,129.0623432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사직1동할아버지경로당,35.2008991,129.0638036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사직1동할머니경로당,35.2008991,129.0638036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼존2리 경로당,37.2160055,126.7522071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
