무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금당 3리 경로당,37.132419,127.515218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈산 8통 경로당,37.284116,127.456209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안흥 3통 경로당,37.27738,127.455223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안흥 4통 경로당,37.279377,127.461762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신주경로당,34.68289,126.699004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
반계경로당,34.644671,126.6363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕정경로당,34.639105,126.620177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
둔주경로당,34.633665,126.62984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월암경로당,34.631848,126.635639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대련2리 경로당,34.7739991,127.0423043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하나은행 명일동지점,37.5521991,127.148493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중리 5통 경로당,37.2767548,127.4380016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중리 4통 경로당,37.2758452,127.4451223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용지경로당,34.642115,126.604031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신계경로당,34.600501,126.632579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백운경로당,34.55167,126.659515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장소경로당,34.671683,126.686941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선진경로당,34.682376,126.68663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금당 1리 경로당,37.132179,127.521696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금당 2리 경로당,37.130106,127.52095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산성 2리 경로당,37.052269,127.552647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고당 3리 경로당,37.0931,127.545662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방산경로당,34.445777,126.7025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만수여자경로당,34.428649,126.670795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈두경로당,34.432443,126.683849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정 1통 경로당,37.2948801,127.4428164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정 2통 경로당,37.298495,127.446598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정 3통 경로당,37.2994809,127.4325436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정 4통 경로당,37.287782,127.444976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정 5통 경로당,37.2957171,127.4416303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도리리 경로당,37.206967,127.481314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양평리 경로당,37.173847,127.493422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신월경로당,35.3897079,126.5896823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장두경로당,35.390597,126.658907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장능 1리 경로당,37.13029,127.52932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장능 2리 경로당,37.124228,127.518101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장능 3리 경로당,37.118747,127.514274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내동경로당,34.447283,126.71173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신월경로당,34.466761,126.679649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용일경로당,34.461823,126.698457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원동경로당,34.444167,126.709198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장전경로당,34.484313,126.679056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
북일면분회경로당,34.464255,126.676463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만수경로당,34.428605,126.670784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용원경로당,34.462065,126.695345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용산경로당,34.452934,126.694221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신추 3리 경로당,37.086692,127.529029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신추 2리 경로당,37.092225,127.530088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신추 1리 경로당,37.094475,127.525006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창전 6통 경로당,37.279694,127.449358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창전 5통 경로당,37.283437,127.440392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창전 4통 경로당,37.284406,127.445032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창전 3통 경로당,37.284158,127.447657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석산 1리 경로당,37.060014,127.538551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복평 마을회관,37.0398005,127.3079897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
본죽리 경로당,37.078916,127.526044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신홍경로당,34.368582,126.615032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신평경로당,34.3743224,126.601061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
북두 2리 경로당,37.068073,127.528578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
북두 1리 경로당,37.071642,127.531327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥복마을회관,35.24448,127.194306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운곡2구 마을회관,35.266732,127.109955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉서 마을회관,35.240853,127.12621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부들 마을회관,35.242054,127.121616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
함안 마을회관,35.234798,127.121573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
율천 마을회관,35.22511,127.11323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
단사 마을회관,35.220001,127.130893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사리 마을회관,35.224004,127.146219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
작천마을회관,35.209086,127.129714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신용경로당,34.427813,126.653813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안평경로당,34.344455,126.606443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영전경로당,34.3391078,126.5963198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서홍여자경로당,34.375148,126.612718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
휴먼시아 1차(아)경로당,37.3233737,126.9451269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상옥리경로당,36.1016018,127.480987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCC(아)경로당,37.3487812,126.9409299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동막(금광) 경로당,36.9946264,127.3643805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하동(금광) 경로당,36.9669593,127.3344458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼화LH2단지아파트 경로당,33.513111,126.57587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼양동주민센터,33.5218277,126.585627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼양1동경로당,33.526919,126.590045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼양2동경로당,33.5223571,126.584871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼양3동경로당,33.526924,126.576174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도련1동경로당,33.5092202,126.584643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사촌경로당,34.46153,127.52149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유구경로당,34.7719406,127.8670035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평산2경로당,34.771804,127.8874555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평산1경로당,34.7684378,127.8847935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오리경로당,34.7758548,127.8837366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산수화아파트 경로당,37.0024868,127.1527046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신곡 경로당,37.0547915,127.3166459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
북좌 마을회관,37.0458573,127.3333641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오두 마을회관,37.0465584,127.310975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남성경로당,34.318342,126.600035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동해경로당,34.4367876,126.6362378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금산경로당,34.3554263,126.5831395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신흥마을회관,35.249127,127.199117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창암경로당,37.3830891,126.9016045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼화부영2차아파트 경로당,33.513083,126.574224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼화휴면시아1단지 경로당,33.515986,126.574962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중리 6통 경로당,37.276454,127.438889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동녘경로당,33.518369,126.578367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증포 13통 경로당,37.29582,127.454662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
율현 2통 경로당,37.2545201,127.4342928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목1동주민센터,37.5304,126.8711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두월1리 경로당,36.1613845,127.139023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두월2리 경로당,36.1560498,127.1440476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
야촌1리 경로당,36.136582,127.152214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남산 보건지소,35.793216,128.837387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남산우체국,35.792945,128.837395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남산복지회관,35.7938954,128.8354032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성남 경로당,35.7696039,128.8360792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인흥리 마을회관,35.8067486,128.8011623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증포 4통 경로당,37.296136,127.456463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증포 5통 경로당,37.295133,127.4559276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증포 6통 경로당,37.293263,127.453526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증포 8통 경로당,37.2881016,127.4568009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증포 9통 경로당,37.2943109,127.4541542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증포 11통 경로당,37.29379,127.453928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증포 12통 경로당,37.2946325,127.454878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흑천경로당,34.567818,126.682301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도림경로당,34.514582,126.664393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송운경로당,34.576155,126.651671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태화선경아파트경로당,35.558098,129.3013023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동덕현대아파트경로당,35.5571739,129.3025538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화진경로당,35.5556241,129.3038877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진영동부아파트경로당,35.5531962,129.2975149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전원아파트경로당,35.550721,129.2924735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
희마아파트경로당,35.5544031,129.2945348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신기경로당,35.5515805,129.299157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인다경로당,33.4712531,126.545903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금천경로당,33.480827,126.553259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월평경로당,33.4700599,126.57544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선원경로당,34.8716549,127.8893671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천동경로당,34.910815,127.888877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동남치경로당,34.901647,127.870573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대사경로당,34.8980811,127.8749869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진목경로당,34.8870052,127.899667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서회천마을회관,33.4981418,126.607317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동회천경로당,33.504838,126.615614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명도암경로당,33.4712419,126.611333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아라동주민센터,33.4763631,126.545349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청목(목1동구립)경로당,37.5244,126.8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장천 1리 경로당,37.137106,127.52258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정 6통 경로당,37.29757,127.436871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정 7통 경로당,37.2962157,127.4315008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산성 1리 경로당,37.045145,127.557345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오성 1리 경로당,37.063435,127.555669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥촌경로당,34.471124,126.670605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내동경로당,34.605877,126.62995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용심경로당,34.538614,126.651648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청용경로당,34.548172,126.662675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
팔산경로당,34.605652,126.657286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한천경로당,34.61667,126.644037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호산경로당,34.574496,126.657109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남촌경로당,34.550944,126.645691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성산경로당,34.574655,126.673589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내곡경로당,34.9182358,127.9161636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동비경로당,34.889492,127.8936549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기업은행 강일동지점,37.5652538,127.1742537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오촌 경로당,36.9601423,127.2796609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하송산 경로당,36.9387649,127.2374495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내당경로당,35.865951,128.5675963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두지2리 경로당,36.1764747,127.3410863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백암1리 경로당,36.1843314,127.3767623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도사6리 경로당,37.6833834,126.6117562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가현5리 경로당,37.6822258,126.6064839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내당2동 노인회,35.8677644,128.5746596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장수경로당,35.8652236,128.5719545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천일경로당,35.86213,128.5689267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신촌(공도) 경로당,36.9940668,127.1726602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원승두 경로당,36.9905943,127.159397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자연앤어울림 경로당,37.6447381,126.6647597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쇄암리 경로당,37.6788946,126.541809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마송3리 경로당,37.6904421,126.5982589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소사경로당,37.477294,126.794825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공원(1)경로당,37.48154,126.800552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
은행나무경로당,37.479882,126.792376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공원경로당,37.474065,126.79457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윗소사남경로당,37.469767,126.794494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윗소사여경로당,37.469767,126.794494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장수남경로당,37.476325,126.791698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대야미경로당,37.3274275,126.9187224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한양백두(아) 경로당,37.36458,126.9237279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우륵(아) 경로당,37.3595528,126.9258067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극동백두(아) 경로당,37.3629117,126.9230319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동성백두(아) 경로당,37.3637571,126.9223824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
솔거(아) 경로당,37.3616516,126.9262114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
묘향(아) 경로당,37.3622601,126.9212162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
휴먼시아 2차(아)경로당,37.3240126,126.943566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나룰 도서관,37.5534156,127.2084578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사갑 경로당,36.9335763,127.2448202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송죽 마을회관,36.9381014,127.2240522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
음동 경로당,36.9411209,127.2579931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양동(서운) 경로당,36.9431931,127.2579281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인처동 경로당,36.9448538,127.2714519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고강3차아파트경로당,37.530943,126.822598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인성아파트경로당,37.527767,126.818564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안산골경로당,37.522793,126.824865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여월휴먼시아3단지경로당,37.509421,126.805903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동양신명 경로당,37.6206134,126.721095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대프라임빌 경로당,37.599893,126.727749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제요 2리 경로당,37.111837,127.54958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제요 3리 경로당,37.107497,127.557057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제요 1리 경로당,37.106416,127.547563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자석 1리 경로당,37.173147,127.547537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장천 4리 경로당,37.147276,127.537954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장천 3리 경로당,37.145061,127.529548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장천 2리 경로당,37.144005,127.513612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화랑한마음경로당,37.4912633,126.7027458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH농협은행 인천지점,37.4451294,126.7008726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신한은행 남동금융센터지점,37.4006105,126.7095778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구억2리 경로당,36.1278946,127.5454465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오산경로당,35.4995364,128.2306779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상촌경로당,35.5047073,128.2187878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕정경로당,35.5142123,128.1784211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학성2리 경로당,36.1184083,128.7018455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신평경로당,34.605728,126.677896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황죽경로당,34.613612,126.689672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산골(여수2) 경로당,34.654525,126.609692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송백1리마을회관,35.757141,128.764934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
실덕노모당,35.374301,127.659552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내마마을회관,35.3889,127.65603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금계경로당,35.404879,127.685276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창원경로당,35.421222,127.681484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목2동주민센터,37.5461,126.8717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용왕(구립목2동)경로당,37.5462,126.8797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새말(구립)경로당,37.5398,126.8701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안금경로당,35.4958777,128.1851914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신거경로당,35.5033498,128.1675594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무곡경로당,35.5217203,128.1869818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백암경로당,35.4973952,128.2127773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도리경로당,35.5005972,128.1436363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성1리마을회관,35.766319,128.725187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서동경로당,35.5743617,129.3438942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동동경로당,35.5734491,129.3464527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만평주민도서관,35.8870076,128.5682847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비산6동 행정복지센터,35.8763012,128.5690921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
